filename	SS1	SS2	FS1	FS2	CAMSEL	SDCAM
 Data/simple/pop_SS1_1_SS2_0_FS1_1_FS2_0_CAMSEL_1_SDCAM_1000.csv 	 0.1 	 0 	 0.1 	 0 	 0.1 	 1000
