t	ID	z	bvs	hunting	bvh	C	s	ARS	age	p1	p2	phi
 1 	 240 	 12.63026 	 1.529722 	 -0.01750068 	 -0.01750068 	 6 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 527 	 15.90481 	 0.6965818 	 0.04515233 	 0.04515233 	 6 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 1 	 11.04743 	 1.047432 	 -0.4620481 	 -0.4620481 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 2 	 9.878514 	 -0.121486 	 -0.0268435 	 -0.0268435 	 6 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 3 	 10.09345 	 0.09344694 	 -0.6759246 	 -0.6759246 	 4 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 4 	 11.48755 	 1.487546 	 -0.1721727 	 -0.1721727 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 5 	 9.882912 	 -0.1170882 	 -0.1916726 	 -0.1916726 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 6 	 11.87911 	 1.879115 	 0.1955174 	 0.1955174 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 7 	 11.08027 	 1.080267 	 -0.1866637 	 -0.1866637 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 8 	 8.290291 	 -1.709709 	 -0.9112042 	 -0.9112042 	 4 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 9 	 10.39692 	 0.3969209 	 -0.1150746 	 -0.1150746 	 6 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 10 	 11.06882 	 1.068816 	 -0.3920741 	 -0.3920741 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 11 	 9.825204 	 -0.1747957 	 -0.5705009 	 -0.5705009 	 4 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 12 	 11.38852 	 1.388521 	 0.1612163 	 0.1612163 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 13 	 10.18644 	 0.1864438 	 0.2590756 	 0.2590756 	 6 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 14 	 10.10158 	 0.1015812 	 -0.1120012 	 -0.1120012 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 15 	 9.802261 	 -0.1977387 	 -0.6397161 	 -0.6397161 	 4 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 16 	 9.71907 	 -0.2809296 	 0.3213957 	 0.3213957 	 7 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 17 	 9.978407 	 -0.02159262 	 -0.08918074 	 -0.08918074 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 18 	 10.25534 	 0.2553432 	 0.05776307 	 0.05776307 	 6 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 19 	 10.90387 	 0.9038676 	 -0.2005165 	 -0.2005165 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 20 	 10.14024 	 0.1402398 	 -0.3553367 	 -0.3553367 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 21 	 10.02585 	 0.02585357 	 -0.6712076 	 -0.6712076 	 4 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 22 	 10.72534 	 0.7253397 	 -0.07735451 	 -0.07735451 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 23 	 10.40177 	 0.4017663 	 0.4658861 	 0.4658861 	 7 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 24 	 11.32863 	 1.328626 	 -0.2876192 	 -0.2876192 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 25 	 11.24588 	 1.245884 	 -0.8454059 	 -0.8454059 	 4 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 26 	 11.241 	 1.240998 	 -0.3580058 	 -0.3580058 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 27 	 10.74967 	 0.7496742 	 -0.1645159 	 -0.1645159 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 28 	 10.48942 	 0.4894177 	 -0.5242586 	 -0.5242586 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 29 	 10.19508 	 0.1950805 	 0.1980605 	 0.1980605 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 30 	 11.03069 	 1.030687 	 -0.7167808 	 -0.7167808 	 4 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 31 	 9.619641 	 -0.3803595 	 -0.2737941 	 -0.2737941 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 32 	 9.375927 	 -0.6240732 	 -0.4440048 	 -0.4440048 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 33 	 11.24327 	 1.243269 	 -1.215607 	 -1.215607 	 3 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 34 	 10.42043 	 0.420433 	 -0.8792323 	 -0.8792323 	 4 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 35 	 9.650325 	 -0.349675 	 -0.3108571 	 -0.3108571 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 36 	 10.45951 	 0.45951 	 0.2106543 	 0.2106543 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 37 	 9.763506 	 -0.2364938 	 -0.00574997 	 -0.00574997 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 38 	 11.24421 	 1.244211 	 -0.2125355 	 -0.2125355 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 39 	 10.69988 	 0.6998788 	 -0.2389942 	 -0.2389942 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 40 	 11.22256 	 1.222557 	 -0.1867623 	 -0.1867623 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 41 	 9.872527 	 -0.1274728 	 -0.281535 	 -0.281535 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 42 	 9.704397 	 -0.2956031 	 0.06714697 	 0.06714697 	 6 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 43 	 10.27879 	 0.2787859 	 -0.08461656 	 -0.08461656 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 44 	 10.69004 	 0.6900427 	 -0.07856883 	 -0.07856883 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 45 	 10.30115 	 0.301149 	 -0.008189413 	 -0.008189413 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 46 	 11.0322 	 1.032195 	 0.3667998 	 0.3667998 	 7 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 47 	 10.96221 	 0.9622129 	 -0.1038223 	 -0.1038223 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 48 	 11.05036 	 1.05036 	 -0.1408555 	 -0.1408555 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 49 	 11.65772 	 1.657725 	 0.4932512 	 0.4932512 	 7 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 50 	 9.616699 	 -0.3833011 	 -0.2119134 	 -0.2119134 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 51 	 10.80182 	 0.8018225 	 0.3306378 	 0.3306378 	 7 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 52 	 10.9274 	 0.9273954 	 -0.5926363 	 -0.5926363 	 4 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 53 	 10.84731 	 0.8473107 	 -0.2721379 	 -0.2721379 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 54 	 10.42552 	 0.4255154 	 -0.06280565 	 -0.06280565 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 55 	 10.09096 	 0.09095701 	 -0.2314926 	 -0.2314926 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 56 	 9.531265 	 -0.4687352 	 -0.1316262 	 -0.1316262 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 57 	 10.10388 	 0.1038833 	 -0.2019495 	 -0.2019495 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 58 	 9.482301 	 -0.5176991 	 0.198455 	 0.198455 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 59 	 9.498171 	 -0.5018294 	 0.1657875 	 0.1657875 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 60 	 9.674562 	 -0.3254377 	 -0.4099858 	 -0.4099858 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 61 	 10.87172 	 0.8717162 	 0.2059536 	 0.2059536 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 62 	 12.47266 	 2.472659 	 0.03254565 	 0.03254565 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 63 	 10.18512 	 0.1851233 	 0.2411318 	 0.2411318 	 6 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 64 	 9.32733 	 -0.6726696 	 0.02665649 	 0.02665649 	 6 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 65 	 10.01002 	 0.01002034 	 0.662185 	 0.662185 	 7 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 66 	 10.11557 	 0.1155654 	 -0.04272866 	 -0.04272866 	 6 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 67 	 11.33844 	 1.338444 	 0.2109275 	 0.2109275 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 68 	 10.16397 	 0.1639708 	 0.06173083 	 0.06173083 	 6 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 69 	 11.0731 	 1.073104 	 0.4771986 	 0.4771986 	 7 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 70 	 10.03394 	 0.03393774 	 -0.2638333 	 -0.2638333 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 71 	 10.09656 	 0.09655969 	 0.024775 	 0.024775 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 72 	 9.26673 	 -0.7332705 	 -0.3511993 	 -0.3511993 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 73 	 11.47266 	 1.472661 	 -0.3287922 	 -0.3287922 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 74 	 11.02921 	 1.029212 	 -0.5567558 	 -0.5567558 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 75 	 9.981466 	 -0.01853424 	 -0.3263871 	 -0.3263871 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 76 	 11.33552 	 1.335519 	 -0.1437828 	 -0.1437828 	 5 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 77 	 10.34198 	 0.3419794 	 -0.05906342 	 -0.05906342 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 78 	 11.95896 	 1.958957 	 -0.3290231 	 -0.3290231 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 79 	 9.264752 	 -0.7352479 	 -0.1037898 	 -0.1037898 	 6 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 80 	 9.244413 	 -0.7555868 	 -0.2257572 	 -0.2257572 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 81 	 9.455484 	 -0.544516 	 -0.3465829 	 -0.3465829 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
 1 	 82 	 10.94349 	 0.9434947 	 0.1289417 	 0.1289417 	 6 	 F 	 0 	 0 	 NA 	 NA 	 0
 1 	 83 	 9.594177 	 -0.4058225 	 -0.3325077 	 -0.3325077 	 5 	 M 	 0 	 0 	 NA 	 NA 	 0
