t	ID	z	bvs	hunting	bvh	C	s	ARS	age	p1	p2	phi
 1 	 10 	 11.27369 	 0.2491082 	 0 	 0 	 28 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 12 	 14.16345 	 0.2839861 	 0 	 0 	 31 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 15 	 12.08013 	 0.3406159 	 0 	 0 	 35 	 F 	 3 	 1 	 NA 	 NA 	 1
 1 	 16 	 10.91103 	 -0.1349209 	 0 	 0 	 35 	 F 	 2 	 1 	 NA 	 NA 	 1
 1 	 18 	 13.56117 	 0.8963833 	 0 	 0 	 31 	 F 	 3 	 1 	 NA 	 NA 	 1
 1 	 19 	 12.9747 	 0.6634084 	 0 	 0 	 29 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 20 	 16.28043 	 0.4569889 	 0 	 0 	 32 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 21 	 13.70365 	 0.6006427 	 0 	 0 	 33 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 22 	 13.01384 	 0.4106054 	 0 	 0 	 32 	 F 	 1 	 1 	 NA 	 NA 	 1
 1 	 23 	 15.83923 	 0.2914817 	 0 	 0 	 35 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 24 	 11.07147 	 0.863807 	 0 	 0 	 33 	 F 	 1 	 1 	 NA 	 NA 	 1
 1 	 25 	 11.10445 	 0.3764277 	 0 	 0 	 33 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 27 	 10.09273 	 0.2101321 	 0 	 0 	 32 	 F 	 2 	 1 	 NA 	 NA 	 1
 1 	 30 	 11.11331 	 1.251499 	 0 	 0 	 33 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 31 	 16.83615 	 0.6055787 	 0 	 0 	 28 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 32 	 13.49761 	 0.3522975 	 0 	 0 	 36 	 F 	 3 	 1 	 NA 	 NA 	 1
 1 	 34 	 13.56389 	 0.4651896 	 0 	 0 	 33 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 38 	 11.30667 	 0.1498128 	 0 	 0 	 34 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 39 	 14.85097 	 0.3522989 	 0 	 0 	 30 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 41 	 12.46251 	 0.282273 	 0 	 0 	 34 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 43 	 12.37008 	 0.6790559 	 0 	 0 	 34 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 44 	 13.32816 	 -0.5790058 	 0 	 0 	 33 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 49 	 10.25923 	 -0.1091741 	 0 	 0 	 36 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 55 	 15.17829 	 -0.6675906 	 0 	 0 	 28 	 F 	 4 	 1 	 NA 	 NA 	 1
 1 	 59 	 14.82897 	 0.506907 	 0 	 0 	 31 	 F 	 4 	 1 	 NA 	 NA 	 1
 1 	 60 	 13.83691 	 0.1054261 	 0 	 0 	 34 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 61 	 14.96253 	 1.207903 	 0 	 0 	 29 	 F 	 6 	 1 	 NA 	 NA 	 1
 1 	 62 	 11.10419 	 -0.1662267 	 0 	 0 	 29 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 64 	 10.95483 	 0.6722408 	 0 	 0 	 30 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 70 	 11.61605 	 0.4356247 	 0 	 0 	 31 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 71 	 11.10905 	 0.226371 	 0 	 0 	 34 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 72 	 11.85681 	 0.5275944 	 0 	 0 	 29 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 76 	 9.33087 	 -0.3636792 	 0 	 0 	 30 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 77 	 14.59002 	 0.5106026 	 0 	 0 	 35 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 79 	 12.38109 	 0.9927347 	 0 	 0 	 31 	 F 	 3 	 1 	 NA 	 NA 	 1
 1 	 81 	 10.79355 	 0.5953085 	 0 	 0 	 35 	 F 	 4 	 1 	 NA 	 NA 	 1
 1 	 84 	 13.71705 	 0.7998753 	 0 	 0 	 31 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 89 	 14.65248 	 0.2334588 	 0 	 0 	 33 	 F 	 5 	 1 	 NA 	 NA 	 1
 1 	 90 	 14.57799 	 -0.4399355 	 0 	 0 	 34 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 91 	 12.00806 	 1.098125 	 0 	 0 	 32 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 93 	 13.10689 	 -0.2120808 	 0 	 0 	 28 	 F 	 1 	 1 	 NA 	 NA 	 1
 1 	 94 	 11.79219 	 0.4163806 	 0 	 0 	 35 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 96 	 13.81768 	 0.586977 	 0 	 0 	 31 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 97 	 11.95721 	 1.163038 	 0 	 0 	 30 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 98 	 14.42737 	 1.253533 	 0 	 0 	 29 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 99 	 8.834054 	 -0.3105365 	 0 	 0 	 34 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 100 	 11.89263 	 0.3747142 	 0 	 0 	 35 	 F 	 0 	 1 	 NA 	 NA 	 1
 1 	 101 	 12.60439 	 0.3152137 	 0 	 0 	 0 	 F 	 0 	 0 	 15 	 43 	 1
 1 	 102 	 10.65806 	 0.3045569 	 0 	 0 	 0 	 M 	 0 	 0 	 15 	 43 	 1
 1 	 103 	 11.59792 	 0.9006447 	 0 	 0 	 0 	 F 	 0 	 0 	 15 	 43 	 1
 1 	 104 	 10.13601 	 -0.3407008 	 0 	 0 	 0 	 M 	 0 	 0 	 16 	 39 	 1
 1 	 105 	 9.218825 	 -0.1812898 	 0 	 0 	 0 	 F 	 0 	 0 	 16 	 39 	 1
 1 	 106 	 13.40486 	 0.3039156 	 0 	 0 	 0 	 M 	 0 	 0 	 18 	 44 	 1
 1 	 107 	 12.18736 	 0.2595276 	 0 	 0 	 0 	 M 	 0 	 0 	 18 	 44 	 1
 1 	 108 	 11.33413 	 0.1126211 	 0 	 0 	 0 	 F 	 0 	 0 	 18 	 44 	 1
 1 	 109 	 14.11893 	 1.428733 	 0 	 0 	 0 	 F 	 0 	 0 	 22 	 91 	 1
 1 	 110 	 12.90529 	 0.7753848 	 0 	 0 	 0 	 M 	 0 	 0 	 24 	 91 	 1
 1 	 111 	 14.04499 	 -0.2031022 	 0 	 0 	 0 	 F 	 0 	 0 	 27 	 44 	 1
 1 	 112 	 8.948235 	 -0.1152274 	 0 	 0 	 0 	 F 	 0 	 0 	 27 	 44 	 1
 1 	 113 	 11.06836 	 0.6667871 	 0 	 0 	 0 	 M 	 0 	 0 	 32 	 25 	 1
 1 	 114 	 11.10752 	 0.3685283 	 0 	 0 	 0 	 M 	 0 	 0 	 32 	 25 	 1
