t	ID	z	bvs	hunting	bvh	C	s	ARS	age	p1	p2	phi
 1 	 3 	 11.14333 	 0.5590282 	 0.1524184 	 0.3494821 	 88 	 F 	 3 	 1 	 NA 	 NA 	 1
 1 	 6 	 10.82291 	 0.9103527 	 0.4755232 	 0.3507176 	 227 	 F 	 1 	 1 	 NA 	 NA 	 1
 1 	 7 	 10.46152 	 0.1509121 	 0.3187286 	 -0.275806 	 175 	 F 	 8 	 1 	 NA 	 NA 	 1
 1 	 8 	 10.62146 	 0.655414 	 0.6903159 	 0.1339456 	 322 	 F 	 6 	 1 	 NA 	 NA 	 1
 1 	 9 	 10.7463 	 0.0434728 	 0.4275213 	 0.2994332 	 190 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 11 	 10.38269 	 0.2035895 	 -0.1460537 	 -0.03944007 	 57 	 F 	 5 	 1 	 NA 	 NA 	 1
 1 	 12 	 10.26586 	 0.3072865 	 -0.7078446 	 -0.3037373 	 287 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 16 	 10.89559 	 0.3172305 	 1.151767 	 0.2099946 	 507 	 F 	 4 	 1 	 NA 	 NA 	 1
 1 	 23 	 11.28392 	 0.8189613 	 -0.009679821 	 0.1147078 	 6 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 24 	 10.06356 	 -0.7165058 	 -0.392986 	 -0.5540692 	 153 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 25 	 10.57396 	 0.3709861 	 -0.6920615 	 -0.2300509 	 292 	 F 	 5 	 1 	 NA 	 NA 	 1
 1 	 28 	 11.00333 	 0.9756391 	 0.3152109 	 -0.1635469 	 129 	 M 	 0 	 1 	 NA 	 NA 	 1
 1 	 29 	 11.11566 	 0.2302242 	 -0.7533552 	 -0.2953566 	 339 	 F 	 9 	 1 	 NA 	 NA 	 1
 1 	 31 	 10.04602 	 0.04601599 	 0.8310789 	 0.7142447 	 0 	 F 	 0 	 0 	 3 	 9 	 1
