filename	SS1	SS2	FS1	FS2	CAMSEL	SDCAM
 Data/StrongerSSMoreAndAlsoASecondOrderTerm2/pop_SS1_10_SS2_-1_FS1_1_FS2_-1_CAMSEL_1_SDCAM_1000.csv 	 1 	 -0.01 	 0.1 	 -0.01 	 0.1 	 1000
 Data/StrongerSSMoreAndAlsoASecondOrderTerm2/pop_SS1_20_SS2_-1_FS1_1_FS2_-1_CAMSEL_1_SDCAM_1000.csv 	 2 	 -0.01 	 0.1 	 -0.01 	 0.1 	 1000
 Data/StrongerSSMoreAndAlsoASecondOrderTerm2/pop_SS1_30_SS2_-1_FS1_1_FS2_-1_CAMSEL_1_SDCAM_1000.csv 	 3 	 -0.01 	 0.1 	 -0.01 	 0.1 	 1000
 Data/StrongerSSMoreAndAlsoASecondOrderTerm2/pop_SS1_40_SS2_-1_FS1_1_FS2_-1_CAMSEL_1_SDCAM_1000.csv 	 4 	 -0.01 	 0.1 	 -0.01 	 0.1 	 1000
 Data/StrongerSSMoreAndAlsoASecondOrderTerm2/pop_SS1_50_SS2_-1_FS1_1_FS2_-1_CAMSEL_1_SDCAM_1000.csv 	 5 	 -0.01 	 0.1 	 -0.01 	 0.1 	 1000
